artist	song	highestRank	year	nonPerson	name
Trippie Redd Featuring Travis Scott	Dark Knight Dummo	100	2017	NA	David
Trippie Redd Featuring Travis Scott	Dark Knight Dummo	100	2017	NA	Mary
Maren Morris Featuring Vince Gill	Dear Hate	91	2017	city	Dallas
Maren Morris Featuring Vince Gill	Dear Hate	91	2017	NA	Jackie
Maren Morris Featuring Vince Gill	Dear Hate	91	2017	NA	Selma
Lil Wayne	Dedicate	14	2018	NA	Andy
Lil Wayne	Dedicate	14	2018	NA	Bart
Lil Wayne	Dedicate	14	2018	NA	Carter
Lil Wayne	Dedicate	14	2018	NA	Carter
Lil Wayne	Dedicate	14	2018	brand	Marvel
Lil Wayne	Dedicate	14	2018	NA	Wayne
Lil Wayne	Dedicate	14	2018	NA	Wayne
Lil Wayne	Demon	81	2018	NA	Brittany
Lil Wayne	Demon	81	2018	NA	Brittany
A Boogie Wit da Hoodie Featuring Juice WRLD	Demons And Angels	90	2019	car	Mercedes
Luis Fonsi & Daddy Yankee Featuring Justin Bieber	Despacito	1	2017	country - Puerto Rico	Rico
Eric Church	Desperate Man	68	2018	plant	Joshua
YoungBoy Never Broke Again	Diamond Teeth Samurai	59	2018	car	Bentley
YoungBoy Never Broke Again	Diamond Teeth Samurai	59	2018	car	Bentley
YoungBoy Never Broke Again	Diamond Teeth Samurai	59	2018	NA	Charles
YoungBoy Never Broke Again	Diamond Teeth Samurai	59	2018	NA	Curtis
YoungBoy Never Broke Again	Diamond Teeth Samurai	59	2018	NA	Curtis
YoungBoy Never Broke Again	Diamond Teeth Samurai	59	2018	NA	Rick
XXXTENTACION	Difference (Interlude)	84	2018	NA	Baby
XXXTENTACION	Difference (Interlude)	84	2018	NA	Baby
XXXTENTACION	Difference (Interlude)	84	2018	NA	Baby
XXXTENTACION	Difference (Interlude)	84	2018	NA	Baby
Tyga & Nicki Minaj	Dip	63	2018	NA	Bobby
Tyga & Nicki Minaj	Dip	63	2018	NA	Santana
Drake	Diplomatic Immunity	55	2018	NA	Baby
Drake	Diplomatic Immunity	55	2018	NA	Robyn
Drake	Diplomatic Immunity	55	2018	NA	Royal
Drake	Diplomatic Immunity	55	2018	NA	Shakira
Kendrick Lamar	DNA.	12	2017	NA	Brock
Kendrick Lamar	DNA.	12	2017	NA	Paula
Billy Currington	Do I Make You Wanna	93	2017	NA	Baby
Billy Currington	Do I Make You Wanna	93	2017	NA	Baby
Billy Currington	Do I Make You Wanna	93	2017	NA	Baby
Billy Currington	Do I Make You Wanna	93	2017	NA	Baby
Billy Currington	Do I Make You Wanna	93	2017	NA	Baby
Drake	Do Not Disturb	60	2017	NA	Ian
Drake	Do Not Disturb	60	2017	NA	Romeo
Mabel	Don't Call Me Up	92	2019	NA	Baby
Mabel	Don't Call Me Up	92	2019	NA	Baby
Mabel	Don't Call Me Up	92	2019	NA	Baby
Metro Boomin Featuring 21 Savage	Don't Come Out The House	38	2018	NA	Maya
Backstreet Boys	Don't Go Breaking My Heart	63	2018	NA	Baby
Backstreet Boys	Don't Go Breaking My Heart	63	2018	NA	Baby
Backstreet Boys	Don't Go Breaking My Heart	63	2018	NA	Baby
Backstreet Boys	Don't Go Breaking My Heart	63	2018	NA	Baby
Backstreet Boys	Don't Go Breaking My Heart	63	2018	NA	Baby
Backstreet Boys	Don't Go Breaking My Heart	63	2018	NA	Baby
Backstreet Boys	Don't Go Breaking My Heart	63	2018	NA	Baby
Backstreet Boys	Don't Go Breaking My Heart	63	2018	NA	Baby
Backstreet Boys	Don't Go Breaking My Heart	63	2018	NA	Baby
Backstreet Boys	Don't Go Breaking My Heart	63	2018	NA	Baby
Backstreet Boys	Don't Go Breaking My Heart	63	2018	NA	Baby
DJ Khaled & Calvin Harris Featuring Travis Scott & Jeremih	Don't Quit	68	2017	NA	Baby
DJ Khaled & Calvin Harris Featuring Travis Scott & Jeremih	Don't Quit	68	2017	NA	Baby
DJ Khaled & Calvin Harris Featuring Travis Scott & Jeremih	Don't Quit	68	2017	NA	Calvin
Lil Wayne Featuring Nivea	Dope New Gospel	90	2018	NA	Michael
Lil Wayne Featuring Nivea	Dope New Gospel	90	2018	NA	Michael
Nipsey Hussle Featuring Belly & DOM KENNEDY	Double Up	65	2019	NA	Eric
Fifth Harmony Featuring Gucci Mane	Down	42	2017	NA	Bonnie
Fifth Harmony Featuring Gucci Mane	Down	42	2017	NA	Clyde
Fifth Harmony Featuring Gucci Mane	Down	42	2017	NA	Jordan
Jake Owen	Down To The Honkytonk	65	2019	NA	Shelia
Jake Owen	Down To The Honkytonk	65	2019	NA	Waylon
Metro Boomin Featuring Swae Lee & Travis Scott	Dreamcatcher	72	2018	NA	Fred
Bryce Vine	Drew Barrymore	46	2018	NA	Baby
Bryce Vine	Drew Barrymore	46	2018	NA	Bonnie
Bryce Vine	Drew Barrymore	46	2018	NA	Clyde
Bryce Vine	Drew Barrymore	46	2018	NA	Drew
Bryce Vine	Drew Barrymore	46	2018	NA	Drew
Bryce Vine	Drew Barrymore	46	2018	NA	Drew
Bryce Vine	Drew Barrymore	46	2018	NA	Drew
Bryce Vine	Drew Barrymore	46	2018	NA	Drew
Bryce Vine	Drew Barrymore	46	2018	NA	Drew
Bryce Vine	Drew Barrymore	46	2018	NA	Juliet
Bryce Vine	Drew Barrymore	46	2018	NA	Lauryn
Bryce Vine	Drew Barrymore	46	2018	NA	Paris
Cardi B Featuring Migos	Drip	21	2018	car	Bentley
Cardi B Featuring Migos	Drip	21	2018	NA	Ken
Cardi B Featuring Migos	Drip	21	2018	NA	Michael
A Boogie Wit da Hoodie Featuring Kodak Black	Drowning	38	2017	NA	Carlton
A Boogie Wit da Hoodie Featuring Kodak Black	Drowning	38	2017	motorcycle	Harley
A Boogie Wit da Hoodie Featuring Kodak Black	Drowning	38	2017	NA	Scottie
A Boogie Wit da Hoodie Featuring Kodak Black	Drowning	38	2017	NA	Wayne
Lil Pump	Drug Addicts	83	2018	NA	Baby
Mitchell Tenpenny	Drunk Me	100	2018	NA	Baby
Huncho Jack Featuring Offset	Dubai Shit	83	2018	drug	Molly
Huncho Jack Featuring Offset	Dubai Shit	83	2018	NA	Montana
Kendrick Lamar	Duckworth.	63	2017	NA	Anthony
Kendrick Lamar	Duckworth.	63	2017	NA	Anthony
Kendrick Lamar	Duckworth.	63	2017	NA	Anthony
Kendrick Lamar	Duckworth.	63	2017	NA	Anthony
Kendrick Lamar	Duckworth.	63	2017	NA	Anthony
Kendrick Lamar	Duckworth.	63	2017	NA	Anthony
Kendrick Lamar	Duckworth.	63	2017	NA	Anthony
Kendrick Lamar	Duckworth.	63	2017	NA	Lamar
Kendrick Lamar	Duckworth.	63	2017	NA	Mary
Kendrick Lamar	Duckworth.	63	2017	NA	Robert
Zayn Featuring Sia	Dusk Till Dawn	72	2017	NA	Baby
Zayn Featuring Sia	Dusk Till Dawn	72	2017	NA	Baby
Zayn Featuring Sia	Dusk Till Dawn	72	2017	NA	Baby
Zayn Featuring Sia	Dusk Till Dawn	72	2017	NA	Baby
Zayn Featuring Sia	Dusk Till Dawn	72	2017	NA	Baby
Zayn Featuring Sia	Dusk Till Dawn	72	2017	NA	Baby
Zayn Featuring Sia	Dusk Till Dawn	72	2017	NA	Baby
Zayn Featuring Sia	Dusk Till Dawn	72	2017	NA	Baby
Zayn Featuring Sia	Dusk Till Dawn	72	2017	NA	Baby
Zayn Featuring Sia	Dusk Till Dawn	72	2017	NA	Baby
Luis Fonsi & Demi Lovato	Echame La Culpa	47	2017	NA	Demi
Enrique Iglesias Featuring Bad Bunny	El Bano	98	2018	NA	Enrique
Kendrick Lamar	Element.	100	2017	NA	Kenny
Drake	Elevate	14	2018	NA	Aria
Drake	Elevate	14	2018	NA	Braden
Drake	Elevate	14	2018	NA	Dayton
Drake	Elevate	14	2018	NA	Freddy
Drake	Elevate	14	2018	NA	Georgie
Anuel AA & Romeo Santos	Ella Quiere Beber	61	2018	NA	Baby
Anuel AA & Romeo Santos	Ella Quiere Beber	61	2018	NA	Ella
Anuel AA & Romeo Santos	Ella Quiere Beber	61	2018	NA	Ella
Anuel AA & Romeo Santos	Ella Quiere Beber	61	2018	NA	Ella
Anuel AA & Romeo Santos	Ella Quiere Beber	61	2018	NA	Ella
Anuel AA & Romeo Santos	Ella Quiere Beber	61	2018	NA	Ella
Anuel AA & Romeo Santos	Ella Quiere Beber	61	2018	NA	Ella
Anuel AA & Romeo Santos	Ella Quiere Beber	61	2018	NA	Ella
Anuel AA & Romeo Santos	Ella Quiere Beber	61	2018	NA	Ella
Anuel AA & Romeo Santos	Ella Quiere Beber	61	2018	NA	Ella
Anuel AA & Romeo Santos	Ella Quiere Beber	61	2018	NA	Ella
Anuel AA & Romeo Santos	Ella Quiere Beber	61	2018	NA	Ella
Anuel AA & Romeo Santos	Ella Quiere Beber	61	2018	NA	Ella
Anuel AA & Romeo Santos	Ella Quiere Beber	61	2018	NA	Ella
Anuel AA & Romeo Santos	Ella Quiere Beber	61	2018	NA	Ella
Anuel AA & Romeo Santos	Ella Quiere Beber	61	2018	NA	Kelly
Anuel AA & Romeo Santos	Ella Quiere Beber	61	2018	NA	Romeo
Wisin Featuring Ozuna	Escapate Conmigo	63	2017	NA	Alexander
Wisin Featuring Ozuna	Escapate Conmigo	63	2017	brand	Louis
Carly Pearce	Every Little Thing	50	2017	NA	Baby
Logic	Everybody	59	2017	NA	Anthony
Logic	Everybody	59	2017	NA	Bobby
Kodak Black	Everything 1K	84	2017	NA	Derek
Future Featuring YG	Extra Luv	99	2017	NA	Mona Lisa
Chase Rice	Eyes On You	54	2019	state	Carolina
Chase Rice	Eyes On You	54	2019	state	Montana
Chase Rice	Eyes On You	54	2019	city	Paris
Future	F&N	83	2019	NA	Frank
Future	F&N	83	2019	NA	Jacob
Future	F&N	83	2019	NA	Jacob
Future	F&N	83	2019	NA	Max
Future	F&N	83	2019	NA	Ray
Future	F&N	83	2019	NA	Richard
Calvin Harris Featuring Kehlani & Lil Yachty	Faking It	100	2017	NA	Lani
Eminem	Fall	12	2018	NA	Drake
Eminem	Fall	12	2018	NA	Earl
Eminem	Fall	12	2018	NA	Elvis
Eminem	Fall	12	2018	NA	Jamar
Eminem	Fall	12	2018	NA	Jay
Eminem	Fall	12	2018	NA	Kathy
Eminem	Fall	12	2018	NA	Paul
Eminem	Fall	12	2018	NA	Tyler
JAY-Z Featuring Beyonce	Family Feud	51	2017	NA	Al
JAY-Z Featuring Beyonce	Family Feud	51	2017	NA	Becky
JAY-Z Featuring Beyonce	Family Feud	51	2017	NA	Emory
JAY-Z Featuring Beyonce	Family Feud	51	2017	NA	Michael
JAY-Z Featuring Beyonce	Family Feud	51	2017	NA	Steve
Lil Wayne Featuring Reginae Carter	Famous	36	2018	NA	Nancy
Lil Wayne Featuring Reginae Carter	Famous	36	2018	NA	Nancy
Lil Wayne Featuring Reginae Carter	Famous	36	2018	NA	Tina
Lil Wayne Featuring Reginae Carter	Famous	36	2018	NA	Tina
Juice WRLD	Fast	47	2019	drug	Molly
Kendrick Lamar	Fear.	50	2017	country	America
Kendrick Lamar	Fear.	50	2017	NA	Carl
Kendrick Lamar	Fear.	50	2017	NA	Demarcus
Kendrick Lamar	Fear.	50	2017	country	Israel
Kendrick Lamar	Fear.	50	2017	country	Israel
Kendrick Lamar	Fear.	50	2017	NA	Keisha
Kendrick Lamar	Fear.	50	2017	car	Lexus
Kendrick Lamar	Fear.	50	2017	NA	Rihanna
Future	Feed Me Dope	68	2017	NA	Al
Future	Feed Me Dope	68	2017	NA	Al
Future	Feed Me Dope	68	2017	NA	Elroy
Kendrick Lamar	Feel.	35	2017	NA	Mike
"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean"	Feels	20	2017	NA	Baby
"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean"	Feels	20	2017	NA	Baby
"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean"	Feels	20	2017	NA	Baby
"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean"	Feels	20	2017	NA	Baby
6ix9ine Featuring Nicki Minaj & Murda Beatz	FEFE	10	2018	city	Brooklyn
6ix9ine Featuring Nicki Minaj & Murda Beatz	FEFE	10	2018	NA	Khloe
6ix9ine Featuring Nicki Minaj & Murda Beatz	FEFE	10	2018	NA	Nicki
6ix9ine Featuring Nicki Minaj & Murda Beatz	FEFE	10	2018	NA	Nicki
6ix9ine Featuring Nicki Minaj & Murda Beatz	FEFE	10	2018	NA	Nicki
6ix9ine Featuring Nicki Minaj & Murda Beatz	FEFE	10	2018	NA	Rocky
Keith Urban	Female	100	2017	NA	Adam
Keith Urban	Female	100	2017	NA	Mary
Selena Gomez Featuring Gucci Mane	Fetish	27	2017	NA	Baby
Justin Timberlake	Filthy	29	2018	NA	Baby
Justin Timberlake	Filthy	29	2018	NA	Baby
Justin Timberlake	Filthy	29	2018	NA	Baby
Justin Timberlake	Filthy	29	2018	NA	Baby
Drake	Final Fantasy	56	2018	NA	Drake
Drake	Final Fantasy	56	2018	NA	Kay
Drake	Final Fantasy	56	2018	NA	Michael
Bruno Mars & Cardi B	Finesse	10	2018	NA	Baby
Bruno Mars & Cardi B	Finesse	10	2018	NA	Baby
Kodak Black	First Day Out	61	2017	country	Israel
Kodak Black	First Day Out	61	2017	NA	Jimmy
Kodak Black	First Day Out	61	2017	NA	Jimmy
Tee Grizzley	First Day Out	48	2017	NA	Cody
Tee Grizzley	First Day Out	48	2017	NA	Joe
Tee Grizzley	First Day Out	48	2017	NA	Joy
Tee Grizzley	First Day Out	48	2017	NA	Theo
Future Featuring Travis Scott	First Off	47	2019	NA	Dwayne
Future Featuring Travis Scott	First Off	47	2019	NA	Dwayne
Future Featuring Travis Scott	First Off	47	2019	NA	James
Future Featuring Travis Scott	First Off	47	2019	brand	Louis
Future Featuring Travis Scott	First Off	47	2019	brand	Louis
Future Featuring Travis Scott	First Off	47	2019	brand	Louis
Future Featuring Travis Scott	First Off	47	2019	brand	Louis
Future Featuring Travis Scott	First Off	47	2019	brand	Louis
Future Featuring Travis Scott	First Off	47	2019	brand	Louis
Scotty McCreery	Five More Minutes	44	2017	NA	Katie
Chris Janson	Fix A Drink	67	2017	NA	Hank
Juice WRLD	Flaws And Sins	91	2019	NA	Jesus
H.E.R.	Focus	100	2018	NA	Baby
H.E.R.	Focus	100	2018	NA	Baby
H.E.R.	Focus	100	2018	NA	Baby
H.E.R.	Focus	100	2018	NA	Baby
H.E.R.	Focus	100	2018	NA	Baby
H.E.R.	Focus	100	2018	NA	Baby
H.E.R.	Focus	100	2018	NA	Baby
H.E.R.	Focus	100	2018	NA	Baby
H.E.R.	Focus	100	2018	NA	Baby
H.E.R.	Focus	100	2018	NA	Baby
Ski Mask The Slump God	Foot Fungus	81	2018	NA	Ben
Ski Mask The Slump God	Foot Fungus	81	2018	NA	John
Ski Mask The Slump God	Foot Fungus	81	2018	NA	Kenny
Ski Mask The Slump God	Foot Fungus	81	2018	car	Mercedes
Lil Uzi Vert	For Real	82	2017	NA	Gerald
Lil Uzi Vert	For Real	82	2017	NA	Jared
Lil Uzi Vert	For Real	82	2017	NA	Jesus
Lil Uzi Vert	For Real	82	2017	NA	Vivienne
Lil Dicky Featuring Chris Brown	Freaky Friday	11	2018	NA	Chris
Lil Dicky Featuring Chris Brown	Freaky Friday	11	2018	NA	Chris
Lil Dicky Featuring Chris Brown	Freaky Friday	11	2018	NA	Chris
Lil Dicky Featuring Chris Brown	Freaky Friday	11	2018	NA	Chris
Lil Dicky Featuring Chris Brown	Freaky Friday	11	2018	NA	Chris
Lil Dicky Featuring Chris Brown	Freaky Friday	11	2018	NA	Chris
Lil Dicky Featuring Chris Brown	Freaky Friday	11	2018	NA	Chris
Lil Dicky Featuring Chris Brown	Freaky Friday	11	2018	NA	Chris
Lil Dicky Featuring Chris Brown	Freaky Friday	11	2018	NA	Ed
Lil Dicky Featuring Chris Brown	Freaky Friday	11	2018	NA	Kendall
Drake	Free Smoke	18	2017	hotel	Hilton
J. Cole Featuring kiLL edward	Friends	46	2018	state	Cali
J. Cole Featuring kiLL edward	Friends	46	2018	NA	Jesus
XXXTENTACION Featuring Trippie Redd	F**k Love	49	2017	NA	Baby
XXXTENTACION Featuring Trippie Redd	F**k Love	49	2017	NA	Baby
Meek Mill Featuring Lil Uzi Vert	F**k That Check Up	97	2017	store	Barney
Meek Mill Featuring Lil Uzi Vert	F**k That Check Up	97	2017	brand	Louis
Meek Mill Featuring Lil Uzi Vert	F**k That Check Up	97	2017	city	Paris
Migos	Gang Gang	73	2018	NA	Lauryn
Nicki Minaj	Ganja Burns	60	2018	NA	Audrey
Nicki Minaj	Ganja Burns	60	2018	NA	Kobe
Nicki Minaj	Ganja Burns	60	2018	NA	Nicki
Nicki Minaj	Ganja Burns	60	2018	NA	Nicki
Kenny Chesney	Get Along	64	2018	state	Virginia
Lil Yachty Featuring Playboi Carti	Get Dripped	98	2018	NA	Cash
Lil Yachty Featuring Playboi Carti	Get Dripped	98	2018	brand	Christian
Lil Yachty Featuring Playboi Carti	Get Dripped	98	2018	NA	Mike
Lil Yachty Featuring Playboi Carti	Get Dripped	98	2018	NA	Tyson
Cardi B	Get Up 10	38	2018	NA	Sue
Kanye West Featuring PARTYNEXTDOOR	Ghost Town	16	2018	NA	Baby
"21 Savage, Offset & Metro Boomin Featuring Travis Scott"	Ghostface Killers	35	2017	NA	Kim
"21 Savage, Offset & Metro Boomin Featuring Travis Scott"	Ghostface Killers	35	2017	NA	Michael
"21 Savage, Offset & Metro Boomin Featuring Travis Scott"	Ghostface Killers	35	2017	NA	Tom
Ariana Grande	Ghostin	25	2019	NA	Baby
Ariana Grande	Ghostin	25	2019	NA	Baby
Jason Aldean	Girl Like You	55	2018	NA	Baby
Maren Morris	GIRL	61	2019	NA	Baby
Maren Morris	GIRL	61	2019	NA	Baby
Maren Morris	GIRL	61	2019	NA	Baby
Maren Morris	GIRL	61	2019	NA	Baby
Maren Morris	GIRL	61	2019	NA	Baby
Maren Morris	GIRL	61	2019	NA	Baby
Maren Morris	GIRL	61	2019	NA	Baby
Maren Morris	GIRL	61	2019	NA	Baby
Maroon 5 Featuring Cardi B	Girls Like You	1	2018	motorcycle	Harley
Maroon 5 Featuring Cardi B	Girls Like You	1	2018	motorcycle	Harley
Lil Baby	Global	91	2018	NA	Dee
Kodak Black Featuring Lil Pump	Gnarly	88	2018	NA	Ariana
Kodak Black Featuring Lil Pump	Gnarly	88	2018	car	Martin
Kodak Black Featuring Lil Pump	Gnarly	88	2018	drug	Molly
Kodak Black Featuring Lil Pump	Gnarly	88	2018	NA	Sam
Kodak Black Featuring Lil Pump	Gnarly	88	2018	NA	Sean
Big Sean & Metro Boomin Featuring Travis Scott	Go Legend	67	2017	NA	Bobby
Big Sean & Metro Boomin Featuring Travis Scott	Go Legend	67	2017	NA	John
Big Sean & Metro Boomin Featuring Travis Scott	Go Legend	67	2017	NA	Mario
Big Sean & Metro Boomin Featuring Travis Scott	Go Legend	67	2017	NA	Marty
Big Sean & Metro Boomin Featuring Travis Scott	Go Legend	67	2017	NA	Michael
Big Sean & Metro Boomin Featuring Travis Scott	Go Legend	67	2017	NA	Rick
Big Sean & Metro Boomin Featuring Travis Scott	Go Legend	67	2017	NA	Sean
Kendrick Lamar	God.	58	2017	NA	Jay
Blake Shelton	God's Country	59	2019	state	Georgia
Blake Shelton	God's Country	59	2019	state	Georgia
Blake Shelton	God's Country	59	2019	state	Georgia
Blake Shelton	God's Country	59	2019	state	Georgia
Blake Shelton	God's Country	59	2019	place	Heaven
Blake Shelton	God's Country	59	2019	place	Heaven
Blake Shelton	God's Country	59	2019	place	Heaven
Blake Shelton	God's Country	59	2019	place	Heaven
Drake	God's Plan	1	2018	place	Scarlett
Drake	God's Plan	1	2018	place	Weston
Meek Mill Featuring Drake	Going Bad	10	2018	title	Don
Meek Mill Featuring Drake	Going Bad	10	2018	NA	Jason
Meek Mill Featuring Drake	Going Bad	10	2018	NA	Laurie
Meek Mill Featuring Drake	Going Bad	10	2018	NA	Richard
Meek Mill Featuring Drake	Going Bad	10	2018	NA	Richard
Meek Mill Featuring Drake	Going Bad	10	2018	NA	Richard
XXXTENTACION	Going Down!	95	2018	NA	Mike
Kane Brown	Good As You	59	2019	NA	Baby
2 Chainz x Gucci Mane x Quavo	Good Drank	70	2017	NA	Andre
2 Chainz x Gucci Mane x Quavo	Good Drank	70	2017	NA	Daniel
2 Chainz x Gucci Mane x Quavo	Good Drank	70	2017	NA	Drake
2 Chainz x Gucci Mane x Quavo	Good Drank	70	2017	NA	Kevin
2 Chainz x Gucci Mane x Quavo	Good Drank	70	2017	NA	Kevin
2 Chainz x Gucci Mane x Quavo	Good Drank	70	2017	NA	Mike
Eminem Featuring Jessie Reyez	Good Guy	67	2018	NA	Marshall
Eminem Featuring Jessie Reyez	Good Guy	67	2018	NA	Romeo
Eminem Featuring Jessie Reyez	Good Guy	67	2018	NA	Vincent
G-Eazy & Kehlani	Good Life	59	2017	drink	Ace
G-Eazy & Kehlani	Good Life	59	2017	drink	Ace
G-Eazy & Kehlani	Good Life	59	2017	car	Bentley
Ariana Grande	Goodnight N Go	87	2018	NA	Baby
6ix9ine	Gotti	99	2018	NA	Nina
Eminem	Greatest	23	2018	NA	James
Eminem	Greatest	23	2018	NA	Michael
Eminem	Greatest	23	2018	NA	Muhammad
Eminem	Greatest	23	2018	NA	Royce
Swae Lee Featuring Slim Jxmmi	Guatemala	84	2018	NA	Baby
Swae Lee Featuring Slim Jxmmi	Guatemala	84	2018	NA	Baby
Drake	Gyalchester	29	2017	drink	Virginia
Derez De'Shon	Hardaway	100	2018	car	Bentley
Derez De'Shon	Hardaway	100	2018	car	Bentley
Derez De'Shon	Hardaway	100	2018	NA	Penny
Derez De'Shon	Hardaway	100	2018	NA	Penny
Derez De'Shon	Hardaway	100	2018	NA	Penny
Derez De'Shon	Hardaway	100	2018	NA	Penny
Derez De'Shon	Hardaway	100	2018	NA	Penny
Derez De'Shon	Hardaway	100	2018	NA	Penny
Derez De'Shon	Hardaway	100	2018	NA	Penny
Derez De'Shon	Hardaway	100	2018	NA	Penny
Derez De'Shon	Hardaway	100	2018	NA	Penny
Derez De'Shon	Hardaway	100	2018	NA	Wayne
Camila Cabello Featuring Young Thug	Havana	1	2017	NA	Jeffery
Camila Cabello Featuring Young Thug	Havana	1	2017	NA	Sam
"Calvin Harris Featuring Young Thug, Pharrell Williams & Ariana Grande"	Heatstroke	96	2017	NA	Jeffery
"Calvin Harris Featuring Young Thug, Pharrell Williams & Ariana Grande"	Heatstroke	96	2017	NA	Michael
Meek Mill	Heavy Heart	99	2017	NA	Gina
Bhad Bhabie	Hi Bich	68	2017	NA	Ronny
Chris Brown Featuring Future & Young Thug	High End	100	2017	brand	Chanel
Chris Brown Featuring Future & Young Thug	High End	100	2017	NA	Jane
Chris Brown Featuring Future & Young Thug	High End	100	2017	NA	King
Chris Brown Featuring Future & Young Thug	High End	100	2017	car	Martin
Chris Brown Featuring Future & Young Thug	High End	100	2017	NA	Richard
Chris Brown Featuring Future & Young Thug	High End	100	2017	NA	Richard
Chris Brown Featuring Future & Young Thug	High End	100	2017	NA	Richard
Chris Brown Featuring Future & Young Thug	High End	100	2017	NA	Tony
Migos	Higher We Go (Intro)	83	2018	NA	Moses
Migos	Higher We Go (Intro)	83	2018	car	Royce
Lil Wayne	Hittas	59	2018	NA	Wayne
Lil Wayne	Hittas	59	2018	NA	Willie
Wiz Khalifa Featuring Swae Lee	Hopeless Romantic	72	2018	NA	Baby
Old Dominion	Hotel Key	69	2018	NA	Austin
Travis Scott	Houstonfornication	53	2018	NA	Bill
Travis Scott	Houstonfornication	53	2018	NA	Chris
Kendrick Lamar	Humble.	1	2017	car	Mercedes
Kendrick Lamar	Humble.	1	2017	NA	Richard
Quavo	Huncho Dreams	93	2018	NA	Elliott
Quavo	Huncho Dreams	93	2018	NA	George
Quavo	Huncho Dreams	93	2018	NA	Nicki
Quavo	Huncho Dreams	93	2018	NA	Nicki
Quavo	Huncho Dreams	93	2018	NA	Nicki
Quavo	Huncho Dreams	93	2018	NA	Nicki
Quavo	Huncho Dreams	93	2018	NA	Nicki
Quavo	Huncho Dreams	93	2018	NA	Rashad
Huncho Jack	Huncho Jack	87	2018	NA	Jack
Huncho Jack	Huncho Jack	87	2018	car	Mercedes
Mac Miller	Hurt Feelings	70	2018	NA	Whitney
Lil Baby & Gunna	I Am	98	2018	NA	Baby
Lil Baby & Gunna	I Am	98	2018	car	Bentley
Lil Baby & Gunna	I Am	98	2018	car	Bentley
Lil Baby & Gunna	I Am	98	2018	brand	Christian
Lil Baby & Gunna	I Am	98	2018	NA	Tom
YoungBoy Never Broke Again Featuring Kevin Gates & Quando Rondo	I Am Who They Say I Am	69	2018	NA	Ike
YoungBoy Never Broke Again Featuring Kevin Gates & Quando Rondo	I Am Who They Say I Am	69	2018	NA	Kevin
YoungBoy Never Broke Again Featuring Kevin Gates & Quando Rondo	I Am Who They Say I Am	69	2018	NA	Pam
YoungBoy Never Broke Again Featuring Kevin Gates & Quando Rondo	I Am Who They Say I Am	69	2018	NA	Ralph
YoungBoy Never Broke Again Featuring Kevin Gates & Quando Rondo	I Am Who They Say I Am	69	2018	NA	Von
"benny blanco, Tainy, Selena Gomez & J Balvin"	I Can't Get Enough	66	2019	NA	Baby
"benny blanco, Tainy, Selena Gomez & J Balvin"	I Can't Get Enough	66	2019	NA	Baby
Mariah Carey Featuring YG	I Don't	89	2017	brand	Louis
Gucci Mane Featuring Migos	I Get The Bag	11	2017	NA	Jay
Gucci Mane Featuring Migos	I Get The Bag	11	2017	NA	Jimmy
"Cardi B, Bad Bunny & J Balvin"	I Like It	42	2018	NA	Bobby
"Cardi B, Bad Bunny & J Balvin"	I Like It	42	2018	NA	Celia
"Cardi B, Bad Bunny & J Balvin"	I Like It	42	2018	NA	Eddie
"Cardi B, Bad Bunny & J Balvin"	I Like It	42	2018	NA	Jimmy
"Cardi B, Bad Bunny & J Balvin"	I Like It	42	2018	NA	Jordan
"Cardi B, Bad Bunny & J Balvin"	I Like It	42	2018	NA	Mario
Blake Shelton	I Lived It	80	2018	college	Duke
Blake Shelton	I Lived It	80	2018	car	Ford
Blake Shelton	I Lived It	80	2018	NA	Joe
Kanye West & Lil Pump	I Love It	17	2018	city	London
Lil Skies	I	39	2019	NA	Danny
Chance The Rapper	I Might Need Security	60	2018	NA	Heath
Chance The Rapper	I Might Need Security	60	2018	NA	Jack
Chance The Rapper	I Might Need Security	60	2018	NA	Pat
